HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:52649	Approved	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	ENSG00000257698
HGNC:23237	Approved	GIMAP1	GTPase, IMAP family member 1	ENSG00000213203
HGNC:51257	Approved	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	ENSG00000281887
HGNC:21789	Approved	GIMAP2	GTPase, IMAP family member 2	ENSG00000106560
HGNC:30975	Approved	GIMAP3P	GTPase, IMAP family member 3 pseudogene	ENSG00000177590
HGNC:21872	Approved	GIMAP4	GTPase, IMAP family member 4	ENSG00000133574
HGNC:18005	Approved	GIMAP5	GTPase, IMAP family member 5	ENSG00000196329
HGNC:21918	Approved	GIMAP6	GTPase, IMAP family member 6	ENSG00000133561
HGNC:22404	Approved	GIMAP7	GTPase, IMAP family member 7	ENSG00000179144
HGNC:21792	Approved	GIMAP8	GTPase, IMAP family member 8	ENSG00000171115
HGNC:44141	Approved	GIMD1	GIMAP family P-loop NTPase domain containing 1	ENSG00000250298
HGNC:25959	Approved	GIN1	gypsy retrotransposon integrase 1	ENSG00000145723
HGNC:14252	Entry Withdrawn	GINGF2	gingival fibromatosis, hereditary, 2	
HGNC:16333	Entry Withdrawn	GINGF3	gingival fibromatosis, hereditary, 3	
HGNC:37734	Entry Withdrawn	GINGF4	gingival fibromatosis, hereditary, 4	
HGNC:21074	Approved	GINM1	glycoprotein integral membrane 1	ENSG00000055211
HGNC:28980	Approved	GINS1	GINS complex subunit 1	ENSG00000101003
HGNC:24575	Approved	GINS2	GINS complex subunit 2	ENSG00000131153
HGNC:25851	Approved	GINS3	GINS complex subunit 3	ENSG00000181938
HGNC:28226	Approved	GINS4	GINS complex subunit 4	ENSG00000147536
HGNC:4270	Approved	GIP	gastric inhibitory polypeptide	ENSG00000159224
HGNC:1226	Approved	GIPC1	GIPC PDZ domain containing family member 1	ENSG00000123159
HGNC:18177	Approved	GIPC2	GIPC PDZ domain containing family member 2	ENSG00000137960
HGNC:18183	Approved	GIPC3	GIPC PDZ domain containing family member 3	ENSG00000179855
HGNC:4271	Approved	GIPR	gastric inhibitory polypeptide receptor	ENSG00000010310
HGNC:4272	Approved	GIT1	GIT ArfGAP 1	ENSG00000108262
HGNC:4273	Approved	GIT2	GIT ArfGAP 2	ENSG00000139436
HGNC:4274	Approved	GJA1	gap junction protein alpha 1	ENSG00000152661
HGNC:4275	Approved	GJA1P1	gap junction protein alpha 1 pseudogene 1	ENSG00000176857
HGNC:4276	Entry Withdrawn	GJA2	gap junction protein, alpha 2, 38kDa (connexin 38)	
HGNC:4277	Approved	GJA3	gap junction protein alpha 3	ENSG00000121743
HGNC:4278	Approved	GJA4	gap junction protein alpha 4	ENSG00000187513
HGNC:4279	Approved	GJA5	gap junction protein alpha 5	ENSG00000265107
HGNC:32542	Approved	GJA6P	gap junction protein alpha 6, pseudogene	ENSG00000236187
HGNC:4281	Approved	GJA8	gap junction protein alpha 8	ENSG00000121634
HGNC:19155	Approved	GJA9	gap junction protein alpha 9	ENSG00000131233
HGNC:16995	Approved	GJA10	gap junction protein alpha 10	ENSG00000135355
HGNC:13295	Entry Withdrawn	GJA11	gap junction membrane channel protein, alpha 11, 59kDa (connexin 59)	
HGNC:4283	Approved	GJB1	gap junction protein beta 1	ENSG00000169562
HGNC:4284	Approved	GJB2	gap junction protein beta 2	ENSG00000165474
HGNC:4285	Approved	GJB3	gap junction protein beta 3	ENSG00000188910
HGNC:4286	Approved	GJB4	gap junction protein beta 4	ENSG00000189433
HGNC:4287	Approved	GJB5	gap junction protein beta 5	ENSG00000189280
HGNC:4288	Approved	GJB6	gap junction protein beta 6	ENSG00000121742
HGNC:16690	Approved	GJB7	gap junction protein beta 7	ENSG00000164411
HGNC:4280	Approved	GJC1	gap junction protein gamma 1	ENSG00000182963
HGNC:17494	Approved	GJC2	gap junction protein gamma 2	ENSG00000198835
HGNC:17495	Approved	GJC3	gap junction protein gamma 3	ENSG00000176402
HGNC:19154	Approved	GJD2	gap junction protein delta 2	ENSG00000159248
HGNC:19147	Approved	GJD3	gap junction protein delta 3	ENSG00000183153
HGNC:23296	Approved	GJD4	gap junction protein delta 4	ENSG00000177291
HGNC:33251	Approved	GJE1	gap junction protein epsilon 1	ENSG00000203733
HGNC:4289	Approved	GK	glycerol kinase	ENSG00000198814
HGNC:40255	Approved	GK-AS1	GK antisense RNA 1	ENSG00000243055
HGNC:41339	Approved	GK-IT1	GK intronic transcript 1	ENSG00000229331
HGNC:4291	Approved	GK2	glycerol kinase 2	ENSG00000196475
HGNC:4292	Approved	GK3P	glycerol kinase 3 pseudogene	ENSG00000229894
HGNC:4295	Approved	GK4P	glycerol kinase 4 pseudogene	ENSG00000178146
HGNC:28635	Approved	GK5	glycerol kinase 5	ENSG00000175066
HGNC:23263	Approved	GK6P	glycerol kinase 6 pseudogene	
HGNC:17496	Approved	GKAP1	G kinase anchoring protein 1	ENSG00000165113
HGNC:23217	Approved	GKN1	gastrokine 1	ENSG00000169605
HGNC:24588	Approved	GKN2	gastrokine 2	ENSG00000183607
HGNC:37701	Approved	GKN3P	gastrokine 3, pseudogene	ENSG00000283586
HGNC:4293	Entry Withdrawn	GKP4	glycerol kinase pseudogene 4	
HGNC:4294	Entry Withdrawn	GKP5	glycerol kinase pseudogene 5	
HGNC:4296	Approved	GLA	galactosidase alpha	ENSG00000102393
HGNC:4297	Entry Withdrawn	GLAT	galactose enzyme activator	
HGNC:4298	Approved	GLB1	galactosidase beta 1	ENSG00000170266
HGNC:28129	Approved	GLB1L	galactosidase beta 1 like	ENSG00000163521
HGNC:25129	Approved	GLB1L2	galactosidase beta 1 like 2	ENSG00000149328
HGNC:25147	Approved	GLB1L3	galactosidase beta 1 like 3	ENSG00000166105
HGNC:4300	Entry Withdrawn	GLC#	glaucoma #	
HGNC:4302	Entry Withdrawn	GLC1B	glaucoma 1, open angle, B (adult-onset)	
HGNC:4303	Entry Withdrawn	GLC1C	glaucoma 1, open angle, C	
HGNC:4304	Entry Withdrawn	GLC1D	glaucoma 1, open angle, D (adult-onset)	
HGNC:23256	Entry Withdrawn	GLC1H	glaucoma 1, open angle, H (adult-onset)	
HGNC:31912	Entry Withdrawn	GLC1I	glaucoma 1, open angle, I	
HGNC:26986	Entry Withdrawn	GLC1J	glaucoma 1, open angle, J (juvenile-onset)	
HGNC:21341	Entry Withdrawn	GLC1K	glaucoma 1, open angle, K (juvenile-onset)	
HGNC:33120	Entry Withdrawn	GLC1L	glaucoma 1, open angle, L (adult-onset)	
HGNC:33162	Entry Withdrawn	GLC1M	glaucoma 1, open angle, M (juvenile-onset)	
HGNC:33163	Entry Withdrawn	GLC1N	glaucoma 1, open angle, N (juvenile-onset)	
HGNC:41965	Entry Withdrawn	GLC1P	glaucoma 1, open angle, P	
HGNC:41966	Entry Withdrawn	GLC1Q	glaucoma 1, open angle, Q	
HGNC:4307	Entry Withdrawn	GLC2A	glaucoma 2, angle closure	
HGNC:4309	Entry Withdrawn	GLC3B	glaucoma 3, primary infantile, B	
HGNC:30028	Entry Withdrawn	GLC3C	glaucoma 3, primary congenital, C	
HGNC:18713	Approved	GLCCI1	glucocorticoid induced 1	ENSG00000106415
HGNC:40852	Approved	GLCCI1-DT	GLCCI1 divergent transcript	ENSG00000233108
HGNC:17855	Approved	GLCE	glucuronic acid epimerase	ENSG00000138604
HGNC:4313	Approved	GLDC	glycine decarboxylase	ENSG00000178445
HGNC:4314	Approved	GLDCP1	glycine decarboxylase pseudogene 1	ENSG00000248590
HGNC:29514	Approved	GLDN	gliomedin	ENSG00000186417
HGNC:4315	Approved	GLE1	GLE1 RNA export mediator	ENSG00000119392
HGNC:4316	Approved	GLG1	golgi glycoprotein 1	ENSG00000090863
HGNC:4317	Approved	GLI1	GLI family zinc finger 1	ENSG00000111087
HGNC:4318	Approved	GLI2	GLI family zinc finger 2	ENSG00000074047
HGNC:4319	Approved	GLI3	GLI family zinc finger 3	ENSG00000106571
HGNC:4320	Approved	GLI4	GLI family zinc finger 4	ENSG00000250571
HGNC:48823	Approved	GLIDR	glioblastoma down-regulated RNA	ENSG00000278175
HGNC:17001	Approved	GLIPR1	GLI pathogenesis related 1	ENSG00000139278
HGNC:28392	Approved	GLIPR1L1	GLIPR1 like 1	ENSG00000173401
HGNC:28592	Approved	GLIPR1L2	GLIPR1 like 2	ENSG00000180481
HGNC:18007	Approved	GLIPR2	GLI pathogenesis related 2	ENSG00000122694
HGNC:29525	Approved	GLIS1	GLIS family zinc finger 1	ENSG00000174332
HGNC:29450	Approved	GLIS2	GLIS family zinc finger 2	ENSG00000126603
HGNC:51381	Approved	GLIS2-AS1	GLIS2 antisense RNA 1	ENSG00000262686
HGNC:28510	Approved	GLIS3	GLIS family zinc finger 3	ENSG00000107249
HGNC:28260	Approved	GLIS3-AS1	GLIS3 antisense RNA 1	ENSG00000237009
HGNC:14373	Approved	GLMN	glomulin, FKBP associated protein	ENSG00000174842
HGNC:29436	Approved	GLMP	glycosylated lysosomal membrane protein	ENSG00000198715
HGNC:4323	Approved	GLO1	glyoxalase I	ENSG00000124767
HGNC:14111	Approved	GLOD4	glyoxalase domain containing 4	ENSG00000167699
HGNC:33358	Approved	GLOD5	glyoxalase domain containing 5	ENSG00000171433
HGNC:4324	Approved	GLP1R	glucagon like peptide 1 receptor	ENSG00000112164
HGNC:4325	Approved	GLP2R	glucagon like peptide 2 receptor	ENSG00000065325
HGNC:4326	Approved	GLRA1	glycine receptor alpha 1	ENSG00000145888
HGNC:4327	Approved	GLRA2	glycine receptor alpha 2	ENSG00000101958
HGNC:4328	Approved	GLRA3	glycine receptor alpha 3	ENSG00000145451
HGNC:31715	Approved	GLRA4	glycine receptor alpha 4 (pseudogene)	ENSG00000188828
HGNC:4329	Approved	GLRB	glycine receptor beta	ENSG00000109738
HGNC:4330	Approved	GLRX	glutaredoxin	ENSG00000173221
HGNC:16065	Approved	GLRX2	glutaredoxin 2	ENSG00000023572
HGNC:15987	Approved	GLRX3	glutaredoxin 3	ENSG00000108010
HGNC:49787	Approved	GLRX3P1	glutaredoxin 3 pseudogene 1	
HGNC:49788	Approved	GLRX3P2	glutaredoxin 3 pseudogene 2	ENSG00000216657
HGNC:20134	Approved	GLRX5	glutaredoxin 5	ENSG00000182512
HGNC:55062	Approved	GLRX5P1	GLRX5 pseudogene 1	ENSG00000181511
HGNC:55063	Approved	GLRX5P2	GLR5 pseudogene 2	ENSG00000232879
HGNC:55064	Approved	GLRX5P3	GLRX5 pseudogene 3	ENSG00000271424
HGNC:16544	Approved	GLRXP1	glutaredoxin pseudogene 1	ENSG00000228234
HGNC:18376	Approved	GLRXP2	glutaredoxin pseudogene 2	ENSG00000258544
HGNC:34049	Approved	GLRXP3	glutaredoxin pseudogene 3	ENSG00000118990
HGNC:4331	Approved	GLS	glutaminase	ENSG00000115419
HGNC:29570	Approved	GLS2	glutaminase 2	ENSG00000135423
HGNC:26483	Approved	GLT1D1	glycosyltransferase 1 domain containing 1	ENSG00000151948
HGNC:23671	Approved	GLT6D1	glycosyltransferase 6 domain containing 1	ENSG00000204007
HGNC:24870	Approved	GLT8D1	glycosyltransferase 8 domain containing 1	ENSG00000016864
HGNC:24890	Approved	GLT8D2	glycosyltransferase 8 domain containing 2	ENSG00000120820
HGNC:24867	Approved	GLTP	glycolipid transfer protein	ENSG00000139433
HGNC:33756	Approved	GLTPD2	glycolipid transfer protein domain containing 2	ENSG00000182327
HGNC:33991	Approved	GLTPP1	glycolipid transfer protein pseudogene 1	ENSG00000255138
HGNC:4335	Approved	GLUD1	glutamate dehydrogenase 1	ENSG00000148672
HGNC:4337	Approved	GLUD1P2	glutamate dehydrogenase 1 pseudogene 2	ENSG00000265366
HGNC:4338	Approved	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3	ENSG00000250959
HGNC:4339	Approved	GLUD1P4	glutamate dehydrogenase 1 pseudogene 4	ENSG00000267486
HGNC:4340	Approved	GLUD1P5	glutamate dehydrogenase 1 pseudogene 5	
HGNC:23610	Approved	GLUD1P6	glutamate dehydrogenase 1 pseudogene 6	
HGNC:37696	Approved	GLUD1P9	glutamate dehydrogenase 1 pseudogene 9	ENSG00000234349
HGNC:4336	Approved	GLUD2	glutamate dehydrogenase 2	ENSG00000182890
HGNC:4341	Approved	GLUL	glutamate-ammonia ligase	ENSG00000135821
HGNC:4342	Approved	GLULP1	glutamate-ammonia ligase pseudogene 1	
HGNC:4343	Approved	GLULP2	glutamate-ammonia ligase pseudogene 2	
HGNC:4344	Approved	GLULP3	glutamate-ammonia ligase pseudogene 3	ENSG00000254572
HGNC:4345	Approved	GLULP4	glutamate-ammonia ligase pseudogene 4	ENSG00000178723
HGNC:37989	Approved	GLULP5	glutamate-ammonia ligase pseudogene 5	ENSG00000257915
HGNC:37990	Approved	GLULP6	glutamate-ammonia ligase pseudogene 6	ENSG00000215043
HGNC:4352	Entry Withdrawn	GLUR7	glutamate receptor, ionotropic, kainate 7	
HGNC:13734	Approved	GLYAT	glycine-N-acyltransferase	ENSG00000149124
HGNC:30519	Approved	GLYATL1	glycine-N-acyltransferase like 1	ENSG00000166840
HGNC:37865	Approved	GLYATL1B	glycine-N-acyltransferase like 1B	ENSG00000255151
HGNC:37866	Approved	GLYATL1P1	glycine-N-acyltransferase like 1 pseudogene 1	ENSG00000255189
HGNC:37863	Approved	GLYATL1P2	glycine-N-acyltransferase like 1 pseudogene 2	ENSG00000254717
HGNC:37864	Approved	GLYATL1P4	glycine-N-acyltransferase like 1 pseudogene 4	ENSG00000254399
HGNC:24178	Approved	GLYATL2	glycine-N-acyltransferase like 2	ENSG00000156689
HGNC:21349	Approved	GLYATL3	glycine-N-acyltransferase like 3	ENSG00000203972
HGNC:4363	Entry Withdrawn	GLYB	glycine B complementing	
HGNC:18023	Approved	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)	ENSG00000257780
HGNC:24247	Approved	GLYCTK	glycerate kinase	ENSG00000168237
HGNC:41043	Approved	GLYCTK-AS1	GLYCTK antisense RNA 1	ENSG00000242797
HGNC:24434	Approved	GLYR1	glyoxylate reductase 1 homolog	ENSG00000140632
HGNC:4365	Entry Withdrawn	GLYS1	glycosuria 1, renal	
HGNC:4367	Approved	GM2A	GM2 ganglioside activator	ENSG00000196743
HGNC:4368	Approved	GM2AP1	GM2 ganglioside activator pseudogene 1	ENSG00000241695
HGNC:38002	Approved	GM2AP2	GM2 ganglioside activator pseudogene 2	ENSG00000239428
HGNC:23843	Approved	GMCL1	germ cell-less 1, spermatogenesis associated	ENSG00000087338
HGNC:42863	Approved	GMCL1P2	GMCL1 pseudogene 2	ENSG00000271070
HGNC:19717	Approved	GMCL2	germ cell-less 2, spermatogenesis associated	ENSG00000244234
HGNC:4369	Approved	GMDS	GDP-mannose 4,6-dehydratase	ENSG00000112699
HGNC:48993	Approved	GMDS-DT	GMDS divergent transcript	ENSG00000250903
HGNC:4370	Approved	GMEB1	glucocorticoid modulatory element binding protein 1	ENSG00000162419
HGNC:4371	Approved	GMEB2	glucocorticoid modulatory element binding protein 2	ENSG00000101216
HGNC:4372	Entry Withdrawn	GMFA	glia maturation factor alpha	
HGNC:4373	Approved	GMFB	glia maturation factor beta	ENSG00000197045
HGNC:38654	Approved	GMFBP1	glia maturation factor beta pseudogene 1	ENSG00000243495
HGNC:4374	Approved	GMFG	glia maturation factor gamma	ENSG00000130755
HGNC:24852	Approved	GMIP	GEM interacting protein	ENSG00000089639
HGNC:4375	Approved	GML	glycosylphosphatidylinositol anchored molecule like	ENSG00000104499
HGNC:40049	Approved	GMNC	geminin coiled-coil domain containing	ENSG00000205835
HGNC:17493	Approved	GMNN	geminin DNA replication inhibitor	ENSG00000112312
HGNC:22923	Approved	GMPPA	GDP-mannose pyrophosphorylase A	ENSG00000144591
HGNC:22932	Approved	GMPPB	GDP-mannose pyrophosphorylase B	ENSG00000173540
HGNC:4376	Approved	GMPR	guanosine monophosphate reductase	ENSG00000137198
HGNC:4377	Approved	GMPR2	guanosine monophosphate reductase 2	ENSG00000100938
HGNC:4378	Approved	GMPS	guanine monophosphate synthase	ENSG00000163655
HGNC:39428	Approved	GMPSP1	guanine monophosphate synthase pseudogene 1	ENSG00000250471
HGNC:4379	Approved	GNA11	G protein subunit alpha 11	ENSG00000088256
HGNC:4380	Approved	GNA12	G protein subunit alpha 12	ENSG00000146535
HGNC:4381	Approved	GNA13	G protein subunit alpha 13	ENSG00000120063
HGNC:54705	Approved	GNA13P1	GNA13 pseudogene 1	ENSG00000230237
HGNC:4382	Approved	GNA14	G protein subunit alpha 14	ENSG00000156049
HGNC:50451	Approved	GNA14-AS1	GNA14 antisense RNA 1	ENSG00000231373
HGNC:4383	Approved	GNA15	G protein subunit alpha 15	ENSG00000060558
HGNC:4384	Approved	GNAI1	G protein subunit alpha i1	ENSG00000127955
HGNC:4385	Approved	GNAI2	G protein subunit alpha i2	ENSG00000114353
HGNC:4386	Approved	GNAI2P1	G protein subunit alpha i2 pseudogene 1	ENSG00000255749
HGNC:45110	Approved	GNAI2P2	G protein subunit alpha i2 pseudogene 2	ENSG00000231957
HGNC:4387	Approved	GNAI3	G protein subunit alpha i3	ENSG00000065135
HGNC:4388	Approved	GNAL	G protein subunit alpha L	ENSG00000141404
HGNC:4389	Approved	GNAO1	G protein subunit alpha o1	ENSG00000087258
HGNC:4390	Approved	GNAQ	G protein subunit alpha q	ENSG00000156052
HGNC:4391	Approved	GNAQP1	G protein subunit alpha q pseudogene 1	ENSG00000214077
HGNC:4392	Approved	GNAS	GNAS complex locus	ENSG00000087460
HGNC:24872	Approved	GNAS-AS1	GNAS antisense RNA 1	ENSG00000235590
HGNC:4393	Approved	GNAT1	G protein subunit alpha transducin 1	ENSG00000114349
HGNC:4394	Approved	GNAT2	G protein subunit alpha transducin 2	ENSG00000134183
HGNC:22800	Approved	GNAT3	G protein subunit alpha transducin 3	ENSG00000214415
HGNC:4395	Approved	GNAZ	G protein subunit alpha z	ENSG00000128266
HGNC:4396	Approved	GNB1	G protein subunit beta 1	ENSG00000078369
HGNC:4397	Approved	GNB1L	G protein subunit beta 1 like	ENSG00000185838
HGNC:4398	Approved	GNB2	G protein subunit beta 2	ENSG00000172354
HGNC:4400	Approved	GNB3	G protein subunit beta 3	ENSG00000111664
HGNC:20731	Approved	GNB4	G protein subunit beta 4	ENSG00000114450
HGNC:4401	Approved	GNB5	G protein subunit beta 5	ENSG00000069966
HGNC:23657	Approved	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	ENSG00000159921
HGNC:4404	Approved	GNG2	G protein subunit gamma 2	ENSG00000186469
HGNC:4405	Approved	GNG3	G protein subunit gamma 3	ENSG00000162188
HGNC:4407	Approved	GNG4	G protein subunit gamma 4	ENSG00000168243
HGNC:4408	Approved	GNG5	G protein subunit gamma 5	ENSG00000174021
HGNC:4409	Approved	GNG5P1	G protein subunit gamma 5 pseudogene 1	ENSG00000213536
HGNC:24826	Approved	GNG5P2	G protein subunit gamma 5 pseudogene 2	ENSG00000133136
HGNC:33552	Approved	GNG5P3	G protein subunit gamma 5 pseudogene 3	ENSG00000254949
HGNC:33553	Approved	GNG5P4	G protein subunit gamma 5 pseudogene 4	
HGNC:33554	Approved	GNG5P5	G protein subunit gamma 5 pseudogene 5	ENSG00000234590
HGNC:4410	Approved	GNG7	G protein subunit gamma 7	ENSG00000176533
HGNC:19664	Approved	GNG8	G protein subunit gamma 8	ENSG00000167414
HGNC:4402	Approved	GNG10	G protein subunit gamma 10	ENSG00000242616
HGNC:49502	Approved	GNG10P1	G protein subunit gamma 10 pseudogene 1	ENSG00000234016
HGNC:4403	Approved	GNG11	G protein subunit gamma 11	ENSG00000127920
HGNC:19663	Approved	GNG12	G protein subunit gamma 12	ENSG00000172380
HGNC:43938	Approved	GNG12-AS1	GNG12, DIRAS3 and WLS antisense RNA 1	ENSG00000232284
HGNC:14131	Approved	GNG13	G protein subunit gamma 13	ENSG00000127588
HGNC:53439	Approved	GNG14	G protein subunit gamma 14	ENSG00000283980
HGNC:4411	Approved	GNGT1	G protein subunit gamma transducin 1	ENSG00000127928
HGNC:4412	Approved	GNGT2	G protein subunit gamma transducin 2	ENSG00000167083
HGNC:4413	Approved	GNL1	G protein nucleolar 1 (putative)	ENSG00000204590
HGNC:29925	Approved	GNL2	G protein nucleolar 2	ENSG00000134697
HGNC:50779	Approved	GNL2P1	G protein nucleolar 2 pseudogene 1	ENSG00000223893
HGNC:29931	Approved	GNL3	G protein nucleolar 3	ENSG00000163938
HGNC:25553	Approved	GNL3L	G protein nucleolar 3 like	ENSG00000130119
HGNC:25733	Approved	GNL3LP1	G protein nucleolar 3 like pseudogene 1	ENSG00000215032
HGNC:4414	Approved	GNLY	granulysin	ENSG00000115523
HGNC:4415	Approved	GNMT	glycine N-methyltransferase	ENSG00000124713
HGNC:4416	Approved	GNPAT	glyceronephosphate O-acyltransferase	ENSG00000116906
HGNC:34031	Approved	GNPATP	glyceronephosphate O-acyltransferase pseudogene	ENSG00000259844
HGNC:4417	Approved	GNPDA1	glucosamine-6-phosphate deaminase 1	ENSG00000113552
HGNC:21526	Approved	GNPDA2	glucosamine-6-phosphate deaminase 2	ENSG00000163281
HGNC:19980	Approved	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	ENSG00000100522
HGNC:29670	Approved	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	ENSG00000111670
HGNC:23026	Approved	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma	ENSG00000090581
HGNC:4419	Approved	GNRH1	gonadotropin releasing hormone 1	ENSG00000147437
HGNC:4420	Approved	GNRH2	gonadotropin releasing hormone 2	ENSG00000125787
HGNC:4421	Approved	GNRHR	gonadotropin releasing hormone receptor	ENSG00000109163
HGNC:16341	Approved	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)	ENSG00000211451
HGNC:39424	Approved	GNRHR2P1	GNRHR2 pseudogene 1	ENSG00000259169
HGNC:4422	Approved	GNS	glucosamine (N-acetyl)-6-sulfatase	ENSG00000135677
HGNC:4424	Approved	GOLGA1	golgin A1	ENSG00000136935
HGNC:4425	Approved	GOLGA2	golgin A2	ENSG00000167110
HGNC:31052	Approved	GOLGA2P1	GOLGA2 pseudogene 1	ENSG00000205333
HGNC:16479	Approved	GOLGA2P2Y	GOLGA2 pseudogene 2 Y-linked	ENSG00000239533
HGNC:32426	Approved	GOLGA2P3Y	GOLGA2 pseudogene 3 Y-linked	ENSG00000172297
HGNC:38600	Approved	GOLGA2P4	GOLGA2 pseudogene 4	ENSG00000229608
HGNC:25315	Approved	GOLGA2P5	GOLGA2 pseudogene 5	ENSG00000238105
HGNC:44948	Approved	GOLGA2P6	GOLGA2 pseudogene 6	ENSG00000241621
HGNC:49516	Approved	GOLGA2P7	GOLGA2 pseudogene 7	ENSG00000225151
HGNC:49922	Approved	GOLGA2P8	GOLGA2 pseudogene 8	ENSG00000214433
HGNC:49921	Approved	GOLGA2P9	GOLGA2 pseudogene 9	ENSG00000269332
HGNC:26229	Approved	GOLGA2P10	GOLGA2 pseudogene 10	ENSG00000255769
HGNC:26788	Approved	GOLGA2P11	GOLGA2 pseudogene 11	ENSG00000260062
HGNC:4426	Approved	GOLGA3	golgin A3	ENSG00000090615
HGNC:4427	Approved	GOLGA4	golgin A4	ENSG00000144674
HGNC:18660	Approved	GOLGA4P1	golgin A4 pseudogene 1	
HGNC:20727	Approved	GOLGA4P2	golgin A4 pseudogene 2	
HGNC:43786	Approved	GOLGA4P3	golgin A4 pseudogene 3	
HGNC:4428	Approved	GOLGA5	golgin A5	ENSG00000066455
